run_id,treat_none,treat_all,random,score,causal
530,45625,54693,46560,48288,49433
531,45541,54472,46464,48198,49320
532,45691,54713,46593,48334,49479
533,45296,54086,46233,47876,49039
534,45722,54614,46631,48349,49477
535,45896,54671,46846,48551,49668
536,45635,54607,46517,48315,49413
537,45613,54721,46522,48238,49383
538,45780,54644,46726,48411,49518
539,45708,54644,46549,48367,49494
540,45928,54943,46751,48632,49726
541,45820,54782,46727,48504,49555
542,45760,54584,46599,48364,49508
543,45634,54637,46587,48276,49441
544,45601,54376,46434,48127,49245
545,45802,54859,46653,48485,49646
546,45728,54676,46648,48328,49477
547,45721,54442,46621,48284,49343
548,45691,54624,46623,48263,49481
549,45649,54571,46537,48289,49370
550,45899,54774,46760,48568,49723
551,45508,54285,46353,48133,49239
552,45599,54442,46469,48240,49388
553,45734,54593,46678,48394,49460
554,45811,54778,46761,48454,49520
555,45756,54644,46735,48386,49478
556,45925,54736,46808,48582,49615
557,45703,54718,46615,48419,49439
558,45696,54589,46568,48307,49345
559,45815,54692,46645,48423,49550
560,45666,54717,46552,48310,49378
561,45734,54710,46650,48355,49481
562,45754,54600,46699,48325,49497
563,45613,54495,46541,48229,49188
564,45598,54609,46536,48251,49406
565,45473,54381,46382,48137,49212
566,45466,54471,46359,48077,49199
567,45602,54364,46450,48209,49303
568,45699,54652,46618,48331,49421
569,45714,54444,46546,48348,49449
570,45575,54376,46479,48183,49298
571,45731,54411,46560,48315,49381
572,45530,54600,46421,48240,49367
573,45721,54452,46535,48374,49434
574,45495,54603,46405,48161,49318
575,45738,54644,46633,48396,49570
576,45640,54586,46543,48226,49369
577,45911,54781,46882,48496,49685
578,45685,54597,46518,48296,49323
579,45683,54595,46538,48303,49445
580,45580,54694,46449,48318,49359
581,45921,54752,46790,48547,49711
582,45658,54635,46560,48284,49378
583,45787,54521,46686,48485,49477
584,45756,54697,46712,48379,49493
585,45707,54616,46573,48310,49520
586,45701,54655,46584,48309,49467
587,45672,54473,46512,48291,49341
588,45585,54592,46483,48282,49329
589,45622,54537,46489,48272,49377
590,45701,54533,46647,48289,49448
591,45809,54526,46722,48417,49507
592,45396,54245,46288,48025,49153
593,45684,54511,46585,48335,49405
594,45894,55003,46734,48621,49687
595,45716,54787,46666,48456,49476
596,45721,54442,46643,48312,49389
597,45971,54853,46920,48586,49666
598,45754,54554,46628,48388,49473
599,45597,54641,46497,48255,49380
600,45505,54386,46358,48128,49360
601,45633,54682,46539,48318,49394
602,45569,54602,46458,48228,49301
603,45728,54610,46561,48313,49518
604,45482,54516,46290,48182,49308
605,46096,54985,46977,48646,49769
606,45659,54658,46544,48355,49389
607,45495,54399,46441,48156,49237
608,45902,54782,46825,48495,49669
609,45905,54761,46839,48467,49572
610,45815,54603,46646,48433,49556
611,45676,54591,46560,48336,49417
612,45700,54663,46643,48348,49435
613,45750,54616,46614,48335,49434
614,45818,54463,46744,48432,49539
615,45857,54720,46722,48532,49611
616,45639,54667,46532,48246,49366
617,45632,54390,46502,48217,49347
618,45810,54602,46707,48486,49527
619,45488,54480,46387,48094,49284
